Tweet,sentimen
"JAKARTA , KOMPAS . com - Menteri Kelautan dan Perikanan Susi Pudjiastuti menginginkan agar kebijakan sektor kelautan dan perikanan Indonesia , khususnya terkait tuna , bisa diikuti oleh negara lain .",1
"Menurut menteri asal Pangandaran Jawa Barat itu , kebijakan perikanan Indonesia telah menghasilkan bukti yang nyata .",1
"Hal itu disampaikan Susi dalam gelaran Bali Tuna Conference di Hotel Padma , Bali .",1
""" Ternyata tuna , dengan sebuah policy yang benar , dapat ditangkap oleh semua nelayan . Sekarang tuna bukan milik kapal - kapal long liners besar , bukan hanya milik kapal - kapal long liners asing , "" ujar Menteri Susi dalam siaran pers , Minggu ( 3 / 6 / 2018 ) .",1
""" Tetapi juga oleh nelayan Jembrana , oleh nelayan Banda Naira , oleh nelayan NTT , nelayan Sendang Biru , semua bisa dapat tuna . Besar - besar ukurannya dan dekat , tidak usah jauh - jauh ke tengah laut , "" sambung dia .",1
"Susi menilai , Indonesia sangat pantas diperhitungkan dalam bisnis tuna . Data resmi FAO melalui SOFIA pada tahun 2016 terdapat 7 , 7 juta metrik ton tuna dan spesies seperti tuna ditangkap di seluruh dunia .",1
"Pada tahun itu , Indonesia memasok lebih dari 16 persen total produksi dunia dengan rata - rata produksi tuna , cakalang dan tongkol Indonesia mencapai lebih dari 1 , 2 juta ton per tahun .",1
"Sementara itu , volume ekspor tuna Indonesia seperti dikutip dari data yang disampaikan Kementerian Kelautan dan Perikanan , mencapai 198 . 131 ton dengan nilai 659 , 99 juta dolar AS pada tahun 2017 .",1
"Pemerintah Indonesia , kata Susi , telah mengidentifikasi prioritas pengelolaan perikanan tuna yang berfokus pada data produksi tuna .",1
"Ada pula peningkatan sistem registrasi kapal tuna untuk perairan kepulauan , pengembangan implementasi sistem pemantauan elektronik dan sistem pelaporan ketelusuran tuna .",1
"Pemerintah mengatakan , rencana pengelolaan tuna nasional menerapkan aturan dan standar yang diadopsi oleh Organisasi Manajemen Perikanan Daerah ( RFMOs ) .",1
"Tak ketinggalan , Indonesia juga berpartisipasi dalam The Indian Ocean Tuna Commission ( IOTC ) , The Western and Central Pacific Fisheries Commission ( WCPFC ) , The Commission for the Conservation of Southern Bluefin Tuna ( CCSBT ) dan Inter - American Tropical Tuna Commission ( IATTC ) . Dinobatkan Sebagai Top Destination Dunia 2017 , Tahun Ini Bali Tak Masuk Deretan Pantai Terbaik Dunia",1
"TRIBUN - BALI . COM - Sempat jadi Top Destination Dunia tahun 2017 yang dinobatkan TripAdvisor , tahun ini Bali justru tidak masuk 25 pantai terbaik dunia .",1
Tak aneh lagi jika Bali kerap masuk jadi destinasi terbaik di Asia bahkan dunia .,1
"Tahun 2017 , situs wisata TripAdvisor bahkan menobatkan Bali sebagai Top Destination dunia .",1
"Saat itu Bali menduduki peringkat pertama dari 25 destinasi terbaik di dunia , lewat program Travelers Choice Awards 2017 .",1
"Bali mengalahkan destinasi - destinasi di Eropa , Amerika , sampai Timur Tengah .",1
"Lewat program yang sama , Bali juga menjadi pulau terbaik se - Asia .",1
"Namun pada 2018 , prestasi Bali menurun . Bali bahkan tidak masuk dalam 25 pantai terbaik dunia versi Travelers Choice Awards 2018 .",0
"Ingin Nikmati objek Keindahan Pantai Bahuluang Selayar , Segini Tarifnya",1
"TRIBUNSELAYAR . COM , BONTOSIKUYU - Kepulauan Selayar terkenal sebagai wilayah yang dikelilingi lautan yang menawarkan berbagai keindahan dan pesona alam pesisir pantai . Di antaranya Pantai Bahuluang .",1
"Lokasi ini disebutkan sangat cocok sebagai tujuan wisata . Bisa ditempuh menggunakan kapal dari Pelabuhan Benteng ke Pelabuhan Barang - barang sekitar 40 km , atau Pelabuhan Benteng ke Bone Taringan sekitar 45 km .",1
"Pulau Bahuluang merupakan bagian dari indahnya objek wisata di Selayar , bisa menikmati pemandangan pulau kecil dengan keindahan bawah laut yang memepesona , selain itu airnya jernih .",1
"Anggota HPI ( Senior Guide ) Selayar Ahmad Rais , mengatakan , pengunjung yang ingin menikmati keindahan Pantai Bahuluang perlu rental mobil dan menyewa kapal .",1
"Rental car umum Rp 350 sampai 400 dan rental boat 500 sampai 600 . Sedangkan Per pack Rp 1 , 5 juta / orang , cerita paket biasanya sudah lengkap dengan guidenya .",1
""" Fasilitas belum memadai dan biasanya kita bawa tamu ke lokasi cuma short trip karena kurangnya fasilitas . Saya berharap nantinya ada fasilitas seperti toilet / kamar ganti dan tempat istirahat , "" kata Ahmad Rais , kepada Tribunselayar . com , Jumat ( 22 / 6 / 2018 ) .",0
"Nikmatnya Santap Kaluku Sambil Berenang di Pool Whiz Prime Hasanuddin , Cuma Rp 99 Ribu",1
"TRIBUN - TIMUR . COM , MAKASSAR - Manajemen Whiz Prime Hotel , Jl Sultan Hasanuddin Makassar menawarkan sajian segar bernama Kaluku . Dalam Bahasa Indonesia , menu tersebut berarti buah Kelapa .",1
"Sales Manager Rezky Wahyuni dalam rilisnya , Jumat ( 22 / 6 / 2018 ) menuturkan , promo ini hadir dalam tiga bulan ke depan dari awal Juli hingga September 2018 .",1
""" Istimewanya , Kaluku ini dapat disajikan di kolam renang yang tepat di lantai 3 Malino Restaurant , "" kata Kiky , sapaanya .",1
"Ada tiga varian yang ditawarkan , yakni Green Whiz , Gulmer , dan Merah Putih .",1
""" Tidak hanya itu , kami juga menyiapkan Pisang Epe . Menu khas Makassar yang biasanya ditemukan sepanjang Jl Penghibur Makassar itu juga ready disantap , "" tuturnya .",1
Doyan Selfie dan Pengen Ngopi Enak ? ke Madam Rich Sultan Hasanuddin Aja,1
"TRIBUN - TIMUR . COM , MAKASSAR - Madam Rich tidak sekadar restoran yang menghadirkan berbagai jenis kuliner .",1
Restoran berkonsep pranakan ini juga bisa dijadikan tempat minum kopi yang cozy .,1
"Tempat minum kopi tersebut berada di smoking area , dilengkapi gambar tiga dimensi .",1
Cocok untuk para pencinta kopi dan anak muda yang suka swafoto dengan spot kece .,1
Adapun variannya kopinya dibanderol mulai Rp 12 ribu hingga Rp 25 ribu .,1
"Mulai dari kopi tarik , kopi daeng , kopi susu hingga kopi hitam .",1
"Hal tersebut diungkapkan Asisten SPV , Andika Putra mengatakan Madam Rich merupakan solusi bagi orang Makassar yang suka nongkrong .",1
""" Selain kita menawarkan kopi enak yang tidak kalah dengan warung kopi atau kafe pada umumnya , kita juga menjual pisang sama ubi goreng yang rasanya sangat otentik , "" katanya pada tribun - timur . com , Kamis ( 24 / 5 / 2018 ) .",1
"Andika berharap , Madam Rich menjadi tempat favorit di Makassar .",1
Ingin Menjajal Satai Blengong di Banjarnegara ? Cobalah ke Warung Satai Pak Untung,1
"TRIBUNJATENG . COM , BANJARNEGARA - Anda yang ada di Banjarnegara , Jawa Tengah , tak perlu jauh - jauh ke Brebes untuk mencicipi satai blengong .",1
"Sebuah warung satai di Jalan Let Jend Suprapto Nomor 40 , Banjarnegara , menyediakan beragam macam satai . Satu di antaranya , satai blengong khas Brebes .",1
Blengong merupakan jenis unggas hasil persilangan antara itik dan mentok .,1
""" Sudah 14 tahun kami menjual bermacam satai . Satu di antaranya , satai blengong ini yang memang menjadi andalan kami , "" kata Untung , pemilik warung satai tersebut , Sabtu ( 1 / 6 / 2018 ) .",1
"Berbeda dari satai ayam , kambing , dan sapi yang ia jual , Untung membuat tusukan satai blengong lebih panjang .",1
Pria kelahiran Brebes ini juga memilih bagian terbaik dari daging blengong dan memotongnya menjadi bagian - bagian yang tebal .,1
"Tak heran , harga satai di Warung Satai Pak Untung dipatok bukan berdasarkan porsi namun per tusuk . Untuk satai blengong , Untung mematok harga Rp 4 . 000 per tusuk .",1
"Satai Blengong buatan Untung memiliki tekstur daging empuk . Meski tebal , bumbu kecap yang digunakan bisa merasuk ke dalam daging .",1
"Sampai 30 Juni , Tiket Masuk Ocean Dream Samudra dan Sea World Cuma Rp 200 Ribu Lho !",1
"TRIBUNNEWS . COM , BOGOR - Mengisi momen libur sekolah , Ancol memberikan beragam promo tiket menarik untuk beberapa destinasi di kawasan Ancol Taman Impian .",1
"Kali ini , promo diberikan untuk destinasi wisata Ocean Dream Samudra dan Sea World dimana kalian bisa berkunjung ke dua lokasi tersebut dengan tiket bundling seharga Rp 200 ribu .",1
Harga tersebut diberlakukan hingga tanggal 30 Juni 2018 mendatang .,1
Harga tiket normalnya adalah Rp 170 ribu untuk Ocean Dream Samudra dan Rp 120 ribu untuk Sea World .,1
Tiket bundling spesial seharga Rp 200 ribu tersebut merupakan tiket reguler yang berlaku pada saat hari pembelian saja .,1
Pengunjung yang ingin membelinya bisa langsung datang ke loket Ocean Dream Samudra atau Sea World .,1
"Seaworld adalah salah satu tempat wisata unggulan di Ancol Taman Impian , Jakarta Utara .",1
Akuarium - akuarium besar berisi segala jenis binatang laut mampu menarik perhatian wisatawan dari semua kalangan usia untuk berlibur singkat .,1
"Dengan luas area sekitar tiga hektar , Seaworld Jakarta menyuguhkan berbagai macam wahana dan atraksi yang bisa kamu coba satu per satu .",1
"Sedangkan Ocean Dream Samudra merupakan destinasi wisata yang mengusung tema konservasi alam , yang sangat spesial dari tempat tersebut adalah lumba - lumba .",1
"Ocean dream samudra Ancol punya tempat konservasi lumba - lumba yang memiliki fasilitas lengkap mulai dari penampungan , tempat penangkaran , tempat pelatihan , tempat penangkaran , dan tempat penelitian .",1
"Selain itu , ada juga tempat pertunjukan lumba - lumba yang diadakan di tempat wisata ini . Jadi dengan mengunjungi dua lokasi wisata tersebut , kalian akan merasakan puasnya berekreasi di Ancol Taman Impian dan menghabiskan waktu santai bersama keluarga dan kerabat tercinta .",1
"Wisata di Panorama Kedah Tempunak , Suguhkan Pemandangan Alam Nan Indah",1
"TRIBUNPONTIANAK . CO . ID , SINTANG - pemandangan alam dengan padang rumput terbentang , hamparan bunga dengan warna - warninya , serta tenangnya air telaga menjadi ciri khas pemandangan di lokasi wisata Panorama Kedah Tempunak .",1
"Lokasi wisata yang menyuguhkan panorama alam nan indah bertajuk Panorama Kedah deh Avilla Village ini berada di Jalan Penyangkak - Tempunak No . 28 , Tempunak Kapuas , Kecamatan Tempunak , Kabupaten Sintang .",1
"Jika anda belum mengetahui lokasinya , dapat juga melalui aplikasi Google Maps : hypertext transfer protocol over secure socket layer : / / goo . gl / maps / NrhC9saM23o dengan durasi perjalanan 40 - 50 menit jika berangkat dari pusat kota Kabupaten Sintang .",1
"Memasuki kawasan wisata ini , anda hanya cukup merogoh kocek 10 ribu rupiah untuk satu orang dan dua ribu rupiah untuk parkir kendaraan . Bahkan anda juga dapat membawa bekal makanan atau membeli langsung di lokasi .",1
"Baru saja anda menginjakan kaki selepas gerbang , anda akan berjalan di jalan setapak yang dikelilingi taman bunga . Ada bunga yang berwarna merah , kuning , merah muda , putih , dan lainnya menghiasi pemandangan .",1
"Sementara itu , ketika sampai di lokasi bersantai , ada kursi yang dilengkapi dengan tenda untuk anda beristirahat . Ada juga hammock untuk anda berbaring menikmati pemandangan dan angin sepoi - sepoi yang menyejukkan .",1
Asyiknya Wisata Sungai Kapuas Sambil Menyaksikan Ratusan Meriam Karbit,1
"TRIBUNPONTIANAK . CO . ID , PONTIANAK - Masih dalam suasana lebaran , balok meriam karbit masih tersusun di tepian Sungai Kapuas dengan bermacam hiasan dan warna semarak di sepanjang aliran Sungai Kapuas yang melintasi Kota Pontianak ini .",1
Deretan meriam karbit ini semakin menambah kesan bagi anda yang menaiki kapal wisata untuk menyusuri Sungai Kapuas tersebut .,1
"Jika anda ingin melihat indahnya tepian Sungai Kapuas yang tersusun meriam karbit , setidaknya tahun ini ada 295 unit meriam ditampilkan dari puluhan kelompok yang berpartisipasi memeriahkan festival meriam karbit .",1
"Kapal wisata memang tak beroperasi saat siang hari , karena beroperasi hanya waktu malam saja . Namun keindahan akan semakin tampak saat malam hari dengan kesan lampu - lampu yang menyinari .",1
"Dentuman meriampun sampai H + 4 lebaran ini saat malam masih terdengar sahut - sahutan , dengan menaiki kapal wisata anda dapat menyaksikan langsung masyarakat menyulut meriam karbit tersebut .",1
Serunya Berenang di Laut Pasir Panjang Singkawang,1
"TRIBUNPONTIANAK . CO . ID , SINGKAWANG - Taman Pasir Panjang Indah menjadi satu di antara wisata pantai yang wajib dikunjungi ketika berada di Kota Singkawang , Provinsi Kalimantan Barat .",1
Letaknya bersebelahan dengan Palm Beach .,1
"Jika masuk dari pinggiran jalan Singkawang Pontianak , akan melewati perbukitan kecil dengan jarak kurang lebih 1 , 5 kilometer .",1
Pemandangan laut yang dilihat dari pantai sangat indah . Tatapan luas tanpa sekat akan terlihat .,1
"Beberapa pulau akan terlihat ketika Anda menatap ke laut . Bila cuaca bagus , Anda juga dapat melihat kapal - kapal nelayan lokal yang melintas .",1
Anda juga dapat bermain serta berenang di tepi pantai . Pondok - pondok tersedia sepanjang garis pantai untuk memudahkan bersantai sembari menyimpan barang .,1
"Untuk masuk ke lokasi , Anda akan dikenakan tarif Rp 20 ribu pada Senin hingga Jumat . Sedangkan pada Sabtu , Minggu dan hari libur dikenakan tarif 25 ribu untuk satu orangnya .",1
"Pengelola juga menyediakan berbagai fasilitas untuk kenyaman pengunjung . Di antaranya hotel , kolam renang , kantin , bumi perkemahan dan arena permainan lainnya .",1
Wisatawan mancanegara maupun domestik tampak santai menikmati suasana pantai .,1
"Selain menikmati hidangan , wisatawan juga tampak asyik bermain pasir , mandi , hingga bermain bola di tepi pantai .",1
""" Saya baru dua kali ke Bali , di sini tempatnya asyik bisa menikmati sunset sambil menikmati minuman dan makanan , "" ujar Aditya , Wisatawan asal Bandung , Jawa Barat .",1
"Selain pantai , kata dia , Bali juga terkenal dengan tempat rekreasi yang indah seperti di daerah Bedugul , Sangeh , Jatiluwih , dan Tegal lalang .",1
""" Setelah pantai , saya akan mencoba menjelajahi tempat lainnya seperti danau , sawah , dan tempat kopi , "" kata pria yang sudah berlibur di Bali sejak dua hari yang lalu ini . TRIBUNSINJAI . COM , SINJAI TIMUR - Pascalebararan Idul Fitri 1439 hijriah tahun 2018 ini sejumlah objek wisata mulai dipadati warga di Kabupaten Sinjai , Sulawesi Selatan .",1
"TRIBUNJATENG . COM , BANYUMAS - Wahana di Baturaden , Banyumas , yang berisi miniatur ikon negara - negara di dunia , Small World , menambah jam operasi selama libur Lebaran .",1
"Jika biasanya Small World beroperasi pukul 08 . 00 - 17 . 00 WIB , selama Libur Lebaran , tempat wisata ini bisa dikunjungi hingga pukul 19 . 00 WIB .",1
"General Affair Small World Anjar Nugroho mengatakan , penambahan jam operasi ini dilakukan lantaran terjadi peningkatan pengunjung sejak H - 3 Lebaran atau Selasa ( 12 / 6 / 2018 ) .",1
""" Di hari biasa , jumlah pengunjung rata - rata 1 . 000 orang . Tapi , mulai H - 3 Lebaran , jumlah pengunjung meningkat menjadi 1 . 300 orang , "" kata dia .",1
""" Cuti bersama yang cukup panjang , sepertinya memberikan banyak pilihan waktu bagi pengunjung Small World . Jadinya , peningkatan pengunjung saat Lebaran terpecah dalam beberapa hari , "" tuturnya .",1
"Meski wisatawan meningkat , pada libur Lebaran ini , pihak Small World tidak menaikkan harga tiket masuk .",1
""" Harganya tetap . Tiket masuk weekday untuk dewasa Rp 20 . 000 dan anak - anak Rp 10 . 000 . Untuk akhir pekan , dewasa Rp 25 . 000 dan anak - anak Rp 15 . 000 , "" ujarnya . PPP Taati Larangan Eks Koruptor Jadi Caleg Sambil Tunggu Gugatan",1
"JAKARTA , KOMPAS . com - Wakil Sekretaris Jenderal Partai Persatuan Pembangunan Achmad Baidowi menyatakan , saat ini partainya terpaksa menaati Peraturan Komisi Pemilihan Umum ( KPU ) Nomor 20 Tahun 2018 yang memuat larangan mantan koruptor untuk maju sebagai calon legislatif . Baidowi mengatakan , meski bertentangan dengan Undang - Undang Nomor 7 Tahun 2017 tentang Pemilu , PPP tetap menaati PKPU tersebut agar calon legislatif yang didaftarkan tak didiskualifikasi . Namun , PPP mempersilakan pihak yang dirugikan oleh PKPU tersebut untuk menggugat ke Mahkamah Agung ( MA ) . Nantinya , PPP akan menunggu hasil gugatan itu . "" Jadi sekarang kami pakai dua - duanya . Mengikuti sekaligus melakukan langkah politik bagi orang - orang PPP yang merasa dirugikan . Silakan digugat , "" kata Awi , sapaannya , di Kompleks Parlemen , Senayan , Jakarta , Senin ( 2 / 7 / 2018 ) .",0
"Awi menambahkan , untuk saat ini langkah paling aman bagi partai politik peserta pemilihan umum ialah melakukan kedua hal itu secara bersamaan . Dia berharap ada titik temu antara KPU , pemerintah , dan DPR terkait polemik larangan mantan koruptor jadi calon legislatif . Saat ini , pimpinan DPR akan membahas polemik tersebut untuk dicarikan jalan keluarnya . "" Kemarin sudah jadi kesepakatan . Dibahas di level pimpinan DPR . Kami berbicara biar sama - sama enak , "" ucap Awi . "" Jangan satu sisi dirinya merasa jadi penyelenggara pemilihan umum . Toh yang memilih jadi penyelenggara pemilihan umum juga DPR . Jangan merasa punya otoritas , kan tidak boleh , "" kata dia .",1
Kemenangan AHM di Pilgub Maluku Utara Dibayar Dengan Penahanan di KPK,0
"JawaPos . com - Mimpi Ahmad Hidayat Mus ( AHM ) bakal mengenakan pakaian dinas upacara ( PDU ) pada saat pelantikan sebagai Gubernur Maluku Utara sirna sudah . Di tengah proses penghitungan suara di Pilgub Maluku Utara masih berjalan , calon gubernur ( calon gubernur ) itu harus mendekam di rumah tahanan ( rumah tahanan ) Komisi Pemberantasan Korupsi ( KPK ) .",0
Terhitung dari Senin malam ( 2 / 7 ) . Penahanan calon gubernur yang berpasangan dengan Rivai Umar itu seiring dengan statusnya sebagai tersangka korupsi pembebasan lahan Bandara Bobong di Kepulauan Sula .,0
"Sebelum ditahan , AHM menjalani pemeriksaan sebagai tersangka . Dia tiba bersama adiknya , Zainal Mus , bupati Banggai Kepulauan yang juga menjadi tersangka dalam perkara itu . Mereka didampingi sejumlah kolega dan tim kuasa hukum . Setelah sembilan jam diperiksa , AHM keluar dari ruang pemeriksaan pada pukul 18 . 30 dengan mengenakan rompi oranye .",0
"Kepada awak media , AHM menyampaikan terima kasih kepada masyarakat Malut yang telah memilihnya . Menurut dia , penahanan kemarin merupakan nilai tukar atas keunggulan perolehan suara sementara yang diraihnya di pilihan kepala daerah . "" Ini adalah bagian dari nilai tukar yang sangat luar biasa mahalnya . Kami sudah menang pilihan kepala daerah dan ini nilai tukarnya , "" ujarnya setelah diperiksa .",1
"Penahanan AHM menambah daftar tahanan calon kepala daerah ( calon kepala daerah ) KPK yang unggul dalam pilihan kepala daerah 2018 . Selain AHM , komisi antirasuah saat ini menahan calon bupati ( cabup ) Tulungagung Syahri Mulyo yang menang dalam pilihan kepala daerah Tulungagung . Syahri yang berpasangan dengan Marwoto Birowo unggul sementara atas lawannya , Margiono - Eko Prisdianto .",1
"Di sisi lain , kuasa hukum AHM , Wa Ode Nur Zainab , menilai upaya KPK kemarin merupakan bagian dari kriminalisasi kliennya . Sebab , secara substansi , perkara korupsi pembebasan lahan Bandara Bobong pada 2009 itu sudah lama selesai . Bahkan , saat kasus tersebut ditangani aparat penegak hukum Malut , AHM sempat '' lolos "" lewat upaya praperadilan di Pengadilan Negeri ( PN ) Maluku Utara .",0
""" Kalau berbicara mengenai substansi perkara ini , menurut kami , KPK sudah terlalu jauh , bisa dikatakan semacam kriminalisasi , "" ungkapnya . Pihaknya pun bakal menempuh langkah hukum lanjutan sebagai upaya melawan KPK .",0
"Sementara itu , Juru Bicara KPK Febri Diansyah menegaskan , penahanan AHM sudah sesuai dengan ketentuan di pasal 21 KUHAP . Dalam ketentuan tersebut , penahanan dilakukan atas dasar objektif dan subjektif penyidik yang menangani perkara itu . "" Maka , dilakukan penahanan AHM selama 20 hari ke depan terhitung hari ini ( kemarin , Red ) , "" tegasnya .",1
"Indahnya Wisata Riam Rantau Kalis , Penasaran Lokasinya ?",1
"TRIBUNPONTIANAK . CO . ID , KAPUAS HULU - Tempat wisata Riam di Desa Rantau Kalis , Kecamatan Kalis , sudah cukup terkenal dikalangan masyarakat Kapuas Hulu .",1
"Dimana setiap hari libur , tempat wisata Riam tersebut , selalu dikunjungi oleh masyarakat .",1
"Seorang warga Putussibau Muhammad Fikri menyatakan , kalau ia bersama temannya hampir setiap hari Minggu , pernah berwisata di Riam Desa Rantau Kalis tersebut .",1
""" Besok saya sama teman - teman pergi kesana , pokoke ruamnya sangat indah , dan lagi murni alam terbuka , "" ujarnya kepada Tribun , Sabtu ( 30 / 6 / 2018 ) .",1
"Dimana tidak jauh dari jalan poros desa Rantau Kalis , dari jalan poros tersebut hanya butuh 5 menit jalan kaki .",1
""" Riam Rantau Kalis cukup potensial untuk jadi referensi paket wisata . Akan tetapi , lokasi tersebut perlu ditata , agar lebih menarik , "" ucapnya .",1
"Berdasarkan pengalaman Fikri pernah mengunjungi tempat wisata di daerah Jawa , pemasaran mereka di sana memang bagus karena benar - benar ditata .",1
""" Saya rasa Riam di Rantau Kalis ini bisa juga demikian , tinggal kemauan pemerintah untuk mengelolanya lagi , "" ungkapnya .",1
Lampung Walk Ajak Pengunjung Bernostalgia Era 90 - an,1
"TRIBUNLAMPUNG . CO . ID , BANDAR LAMPUNG - Pusat kuliner dan olahraga Lampung Walk mengajak pengunjung untuk bernostalgia era 90 - an melalui even The 90 ' si Night . Even ini akan dilaksanakan pada Rabu 20 September 2017 mendatang .",1
"General Manager Lampung Walk Johan Gunawan menjelaskan , The 90 ' si Night di area taman Lampung Walk mulai dari pukul 18 . 40 - 22 . 00 WIB . Tiket masuk gratis bagi pengunjung yang akan menghadiri even ini .",1
""" Pengunjung bisa ajak pacar atau siapapun yang memiliki kenangan terbaik di tahun 90 - an . Jangan lupa juga untuk membawa koleksi terbaik anda yang bisa mengingatkan ke era 90 - an dan dapatkan hadiah menarik , "" jelasnya kepada Tribun , Minggu ( 17 / 9 / 2017 ) siang .",1
"Sebagai tambahan , Lampung Walk juga menawarkan Paket Romantic Dinner bagi pengunjung yang ingin menghadiahkan momen spesial bersama pasangan atau sahabat . Paket ini tersedia setiap Jumat malam pukul 19 . 30 - 22 . 00 di area pool side ( termasuk dalam waterpark ) Lampung Walk .",1
"Sajikan Dayak Pesisir , Nikmati Indahnya Pantai Embe",1
"TRIBUNLAMPUNG . CO . ID , KALIANDA - PESONA bahari di Lampung tak cukup hanya berkunjung ke Pulau Pahawang atau Teluk Kilaun saja .",1
Traveller juga harus merasakan sensasi liburan di Pantai Embe .,1
Kenapa traveller harus ke sana ? Pantai Embe punya atraksi hiburan yang instagramable banget .,1
"Yaitu dengan kehadiran "" Dayak Pesisir "" . Ini sedang tren di kalangan anak muda Lampung .",1
"Dayak pesisir , merupakan sebuah tempat yang hadirkan rumah ada suku yang terbuat dari bambu .",1
"Rumahnya seperti tenda karena kecil sekali , dan dibentuk kerucut . Jadi Anda cukup berfoto di area pintu saja .",1
"Rumah bambu itu diletakan warga tepat di bibir pantai , sehingga tak hanya bisa berfoto saja . Traveler juga bisa menikmati kecantikan air jernih dan pasir putih di sepanjang bibir pantai .",1
"Wow , Kolam Terbaik di Dunia Ini Ada di Bali",1
TRIBUNLAMPUNG . CO . ID - Setiap pelancong hampir pasti sudah pernah berlibur ke Bali . Baik itu wisatawan lokal maupun mancanegara .,1
"Ya , Bali memang menawarkan objek wisata yang nyaris tak terbatas . Di Indonesia , Bali bisa disebut sebagai surganya wisata .",1
"Tapi , mungkin belum banyak yang tahu kalau Bali memiliki kolam yang disebut - sebut sebagai terbaik di dunia !",1
"Kolam menakjubkan itu berada di dalam kompleks The Edge Bali Resort . Lokasinya di Jalan Pura Goa Lempeh , Pecatu , Uluwatu , Kuta Selatan , Badung , Bali .",1
"Dilansir dari The Sun , dengan kolam yang berada di pinggir tebing dan terbuat dari kaca , The Edge Bali Resort menawarkan pemandangan laut di bawahnya .",1
"Kolam ini terbuat dari kaca setebal 3 , 5 inci . Kamu bisa berenang dan melihat keindahan laut dan tebing dengan pemandangan menakjubkan .",1
"Dibangun di atas tebing setinggi 152 meter , The Edge Infinity Pool menjanjikan tamunya kesempatan berenang yang tak terlupakan .",1
"Kolam sedalam 6 , 4 meter tergantung di tepi tebing , dengan pemandangan jurang di bawahnya .",1
"Dengan luas 1 , 5 hektare , hotel ini terdiri dari empat vila dengan fasilitas yang lengkap .",1
2 Ribu Wisatawan Kunjungi Pantai Dreamland Dalam Sehari saat Libur Lebaran,1
"TRIBUN - BALI . COM , MANGUPURA - Pantai Dreamland ramai dikunjungi wisatawan , bahkan mencapai 2 ribu wisatawan mancanegara maupun domestik pada saat liburan Hari Raya Idul Fitri ini , Minggu ( 17 / 6 / 2018 ) .",1
"Pengawas Umum Pantai Dreamland , I Wayan Taryana saat ditemui Tribun Bali Minggu ( 17 / 6 / 2018 ) menjelaskan , jumlah para wisatawan jika pada hari libur seperti ini meningkat 80 persen , bisa mencapai 2 ribu per hari nya yang mayoritas mancanegara .",1
Adapun wisatawan domestik sebagian besar berasal dari Jawa .,1
Para wisatawan hanya tampak menikmati ombak maupun bermain surfing .,1
"Mereka bisa menghabiskan waktu 2 hingga 3 jam lebih di pantai ini . "" Namun apabila ada kunjungan wisatawan domestik sekeluarga , bisa satu harian "" ujar Taryana .",1
"Adapun persamaan Pantai Dreamland dengan Pantai Lain yang ada di Bali , yang pasti mengutamakan kenyamanan dan kebersihan .",1
Tragedi KM Lestari Maju Tenggelam di Selayar,0
KM Lestari Maju tenggelam di perairan Selayar ( Foto : Istimewa via Kepala Pusat Data Informasi dan Humas BNPB Sutopo Purwo Nugroho ),0
"Jakarta - KM Lestari Maju tenggelam di perairan Selayar , Kabupaten Bulukumba , Sulawesi Selatan . Kapal tujuan Pamatata itu mengalami bocor di bagian lambungnya .",0
""" Diperkirakan terjadi kebocoran di lambung kiri kapal sehingga tenggelam , "" ucap Kepala Pusat Data Informasi dan Humas BNPB Sutopo Purwo Nugroho , kepada wartawan , Selasa ( 3 / 7 / 2018 ) .",0
Polisi menyebut 12 penumpang KM Lestari Maju meninggal dunia . Korban tewas diduga tidak menggunakan life jacket .,0
""" Update terbaru saat ini ada sebanyak 12 orang penumpang kapal dinyatakan meninggal dunia . Satu di antaranya merupakan seorang bayi , "" ujar Kabid Humas Polda Sulsel Kombes Dicky Sondani , saat dikonfirmasi terpisah .",0
"Hingga tadi malam , tim gabungan melakukan pencarian terhadap korban . Bahkan TNI AL mengerahkan kapal perang untuk mencari korban kapal nahas itu .",1
KRI Madidihang - 855 dikerahkan cari korban KM Lestari Maju ( Foto : Dok . Lantamal VI / Makassar TNI AL ),1
"Tim SAR Lantamal VI mengerahkan sejumlah KRI yang terdiri dari KRI Madidihang - 855 ( bantuan dari Koarmada II ) , KAL Suluh Pari I . 6 - 60 dan Sea Rider , serta dua tim Marinir . Tim SAR berangkat dari Dermaga Layang Mako Lantamal VI .",1
""" Setelah menerima informasi dari pemerintahan setempat tentang adanya kejadian kecelakaan tenggelamnya KMP Lestari Maju di sekitar wilayah perairan Kabupaten Selayar , Sulsel , kami sesegera mungkin mengirimkan beberapa unsur di jajaran Lantamal VI , "" kata Danlantamal VI Laksma Dwi Sulasono dalam keterangannya .",1
Tahap pertama adalah sosialisasi . Bambang mengatakan di minggu pertama petugas dari Dinas Perhubungan DKI Jakarta bakal bersiaga di titik - titik masuk ruas yang terkena ganjil genap .,1
Pada tahap pertama ini para pengemudi mobil yang masih membandel akan tetap dibiarkan melewati ruas jalan yang terkena sistem ganjil genap .,1
"Pantauan CNNIndonesia . com di jalur arteri Pondok Indah , sejumlah mobil berplat nomor genap masih melintas , kendati hari ini tanggal ganjil .",0
""" Jadi tahap pertama itu sosialisasi ke masyarakat dengan memasang spanduk , membagikan selebaran atau flyer , menyebar informasi melalui media sosial , media cetak , dan media elektronik , "" kata Bambang kepada CNNIndonesia . com , Selasa ( 3 / 7 ) .",1
